token,latency_ms,tokens_per_sec
0,33.485454,29.863713
1,3.107683,321.783142
2,3.079750,324.701680
3,3.071926,325.528675
4,3.477579,287.556372
5,3.989714,250.644532
6,3.075061,325.196801
7,3.073428,325.369587
8,3.067707,325.976373
9,3.522203,283.913221
10,4.106914,243.491829
11,3.069511,325.784791
12,3.076444,325.050610
13,3.070613,325.667872
14,3.534727,282.907280
15,4.168701,239.882880
16,3.069250,325.812495
17,3.072336,325.485233
18,3.070072,325.725260
19,3.545597,282.039950
20,4.211963,237.418990
21,3.244851,308.180561
22,3.072246,325.494768
23,3.080211,324.653084
24,3.556348,281.187330
25,4.120971,242.661256
26,3.083467,324.310265
27,3.074750,325.229693
28,3.072607,325.456526
29,3.331985,300.121399
30,3.699317,270.320170
31,3.038553,329.104018
32,2.895222,345.396657
33,2.900081,344.817955
34,3.263436,306.425498
35,3.885637,257.358060
36,2.886186,346.478016
37,2.889542,346.075606
38,2.892588,345.711176
39,3.246664,308.008467
40,3.732289,267.932092
41,3.376439,296.170018
42,2.894601,345.470757
43,2.897717,345.099263
44,2.883480,346.803168
45,3.867273,258.580142
46,3.230784,309.522395
47,2.898629,344.990684
48,2.897347,345.143333
49,2.895853,345.321396
50,3.297460,303.263724
51,3.730817,268.037805
52,3.042861,328.638081
53,2.900222,344.801191
54,2.899481,344.889310
55,3.253647,307.347417
56,3.828551,261.195424
57,3.362844,297.367347
58,2.894521,345.480306
59,2.886997,346.380686
60,3.352264,298.305861
61,3.836385,260.662056
62,2.901685,344.627346
63,2.896725,345.217444
64,2.895113,345.409661
65,3.117120,320.808952
66,3.759861,265.967279
67,3.211919,311.340354
68,2.907596,343.926735
69,2.904670,344.273188
70,2.901424,344.658347
71,3.835363,260.731514
72,3.414651,292.855697
73,3.122371,320.269436
74,2.892227,345.754327
75,2.900934,344.716564
76,3.344448,299.003004
77,3.898322,256.520626
78,2.906133,344.099874
79,2.899752,344.857077
80,2.895293,345.388187
81,3.387450,295.207309
82,3.749161,266.726342
83,3.085371,324.110131
84,2.894361,345.499404
85,2.898339,345.025202
86,3.271922,305.630758
87,3.719024,268.887751
88,3.341614,299.256587
89,2.897798,345.089616
90,2.903639,344.395429
91,3.267423,306.051589
92,3.784968,264.203026
93,2.901565,344.641599
94,2.904410,344.304007
95,2.892357,345.738787
96,2.904910,344.244744
97,3.817650,261.941247
98,3.394192,294.620929
99,2.913177,343.267848
100,2.913177,343.267848
101,2.911744,343.436786
102,3.260841,306.669353
103,3.755894,266.248196
104,3.488430,286.661908
105,2.917946,342.706822
106,2.916754,342.846877
107,3.385787,295.352307
108,3.813161,262.249614
109,2.912916,343.298605
110,2.918176,342.679811
111,2.916172,342.915301
112,3.290867,303.871290
113,3.859309,259.113743
114,2.917816,342.722091
115,2.923506,342.055053
116,2.913598,343.218248
117,3.354097,298.142838
118,3.661636,273.101969
119,3.453284,289.579426
120,2.922694,342.150085
121,2.919368,342.539892
122,2.917925,342.709288
123,3.891609,256.963122
124,3.333929,299.946400
125,2.918637,342.625685
126,2.910742,343.555011
127,2.916512,342.875325
128,3.410233,293.235096
129,3.880969,257.667608
130,2.921422,342.299058
131,2.912045,343.401287
132,2.904931,344.242256
133,3.271812,305.641033
134,3.656696,273.470915
135,3.506053,285.221016
136,2.919108,342.570402
137,2.914999,343.053291
138,3.285127,304.402235
139,3.836495,260.654582
140,2.910432,343.591604
141,2.908408,343.830714
142,2.915892,342.948230
143,3.294414,303.544120
144,3.882191,257.586502
145,2.921442,342.296715
146,2.918727,342.615120
147,2.906835,344.016774
148,2.905422,344.184081
149,3.797282,263.346257
150,3.448585,289.974004
151,3.141857,318.283105
152,2.916954,342.823370
153,2.909549,343.695879
154,3.887561,257.230690
155,3.149432,317.517571
156,3.053420,327.501621
157,2.919047,342.577560
158,2.914348,343.129921
159,3.384113,295.498407
160,3.836676,260.642285
161,2.912986,343.290356
162,2.915291,343.018930
163,2.905663,344.155534
164,3.278345,305.031960
165,3.796490,263.401194
166,3.368084,296.904709
167,2.919788,342.490619
168,2.910862,343.540848
169,3.285919,304.328865
170,3.726278,268.364303
171,3.054583,327.376928
172,2.922424,342.181696
173,2.914268,343.139341
174,3.381819,295.698853
175,3.814855,262.133161
176,2.914138,343.154648
177,2.911453,343.471112
178,2.909870,343.657964
179,2.921613,342.276681
180,3.811989,262.330243
181,3.449326,289.911710
182,3.136798,318.796429
183,2.915160,343.034345
184,2.914469,343.115676
185,3.371980,296.561664
186,3.738090,267.516298
187,3.059762,326.822805
188,2.921472,342.293200
189,2.913518,343.227672
190,3.280238,304.855928
191,3.855241,259.387156
192,2.913677,343.208942
193,2.904400,344.305192
194,2.917735,342.731605
195,3.363494,297.309881
196,3.781632,264.436095
197,3.370949,296.652367
198,2.918898,342.595048
199,2.910491,343.584639
200,3.274367,305.402540
201,3.725417,268.426327
202,3.054052,327.433849
203,2.917584,342.749343
204,2.914750,343.082597
205,2.914018,343.168779
206,3.868185,258.519176
207,3.138441,318.629536
208,3.055565,327.271716
209,2.919900,342.477482
210,2.915140,343.036698
211,3.368334,296.882673
212,3.724895,268.463943
213,3.369466,296.782932
214,2.912755,343.317581
215,2.899210,344.921548
216,3.291108,303.849038
217,3.846033,260.008169
218,2.916773,342.844644
219,2.915601,342.982459
220,2.914358,343.128744
221,3.282872,304.611328
222,3.760212,265.942452
223,3.055113,327.320135
224,2.917164,342.798691
225,2.912776,343.315106
226,3.360560,297.569453
227,3.756625,266.196386
228,3.368584,296.860639
229,2.911854,343.423812
230,2.908849,343.778587
231,3.289115,304.033152
232,3.754701,266.332792
233,3.106771,321.877602
234,2.921472,342.293200
235,2.912505,343.347050
236,2.915591,342.983635
237,3.880519,257.697488
238,3.223070,310.263196
239,2.916673,342.856398
240,2.921211,342.323783
241,2.915050,343.047289
242,3.262053,306.555412
243,3.745063,267.018205
244,3.495954,286.044954
245,2.906163,344.096322
246,2.915391,343.007164
247,3.289715,303.977700
248,3.868255,258.514498
249,2.922183,342.209916
250,2.918767,342.610424
251,2.914749,343.082715
252,3.275980,305.252169
253,3.711390,269.440829
254,3.054683,327.366211
255,2.920931,342.356598
256,2.914509,343.110967
257,3.131438,319.342104
258,3.734724,267.757403
259,3.406235,293.579274
260,3.238159,308.817448
261,2.904481,344.295590
262,2.920240,342.437608
263,3.835143,260.746470
264,3.327707,300.507226
265,2.915781,342.961286
266,2.914279,343.138045
267,2.900673,344.747581
268,3.293814,303.599414
269,3.755012,266.310733
270,3.110599,321.481490
271,2.920931,342.356598
272,2.913236,343.260896
273,3.360378,297.585569
274,3.727991,268.240991
275,3.555336,281.267368
276,2.908598,343.808254
277,2.917875,342.715161
278,3.297972,303.216643
279,3.912598,255.584652
280,2.914830,343.073181
281,2.906484,344.058319
282,2.912064,343.399046
283,3.294144,303.569000
284,3.761183,265.873796
285,3.067657,325.981686
286,2.917034,342.813968
287,2.907997,343.879309
288,3.259870,306.760699
289,3.772786,265.056115
290,3.379715,295.882937
291,2.906094,344.104492
292,2.921131,342.333158
293,2.912024,343.403763
294,3.845582,260.038663
295,3.371189,296.631248
296,2.918686,342.619932
297,2.912866,343.304498
298,2.909460,343.706392
299,3.334951,299.854481
300,3.881089,257.659641
301,2.922694,342.150085
302,2.924017,341.995276
303,2.910010,343.641431
304,3.376219,296.189317
305,3.649073,274.042202
306,3.471428,288.065891
307,2.919659,342.505752
308,2.922193,342.208745
309,3.290137,303.938711
310,3.884466,257.435642
311,2.912195,343.383599
312,2.914870,343.068473
313,2.900152,344.809513
314,3.293122,303.663211
315,3.879396,257.772086
316,3.108334,321.715749
317,2.921823,342.252080
318,2.921602,342.277969
319,2.914088,343.160536
320,3.832087,260.954409
321,3.424138,292.044304
322,3.138992,318.573606
323,2.923947,342.003463
324,2.924778,341.906292
325,3.892331,256.915458
326,3.364416,297.228405
327,2.923346,342.073774
328,2.916532,342.872974
329,2.912405,343.358839
330,3.297059,303.300608
331,3.848829,259.819285
332,2.922895,342.126556
333,2.927543,341.583369
334,2.917715,342.733954
335,3.283664,304.537858
336,3.657448,273.414687
337,3.459916,289.024358
338,2.922474,342.175841
339,2.924347,341.956683
340,3.391838,294.825401
341,3.847486,259.909978
342,2.918988,342.584485
343,2.925900,341.775180
344,2.909109,343.747862
345,3.298632,303.155975
346,3.909323,255.798766
347,2.933986,340.833256
348,2.925199,341.857084
349,2.922333,342.192351
350,2.911514,343.463916
351,3.824142,261.496566
352,3.410333,293.226497
353,3.151876,317.271365
354,2.926802,341.669850
355,2.925370,341.837101
356,3.885668,257.356007
357,3.332596,300.066375
358,2.916323,342.897546
359,2.912415,343.357660
360,2.923666,342.036334
361,3.304453,302.621947
362,3.859248,259.117839
363,2.926882,341.660511
364,2.919178,342.562187
365,2.911804,343.429709
366,3.402408,293.909490
367,3.649022,274.046032
368,3.509950,284.904343
369,2.925399,341.833712
370,2.920430,342.415329
371,3.388602,295.106950
372,3.845062,260.073830
373,2.917565,342.751575
374,2.915842,342.954111
375,2.919408,342.535199
376,3.295677,303.427793
377,3.911367,255.665091
378,2.924929,341.888641
379,2.919658,342.505869
380,2.918166,342.680985
381,2.907857,343.895866
382,3.808512,262.569739
383,3.455779,289.370356
384,3.157948,316.661326
385,2.923997,341.997615
386,2.919849,342.483464
387,3.896809,256.620224
388,3.430000,291.545190
389,2.920770,342.375469
390,2.919188,342.561014
391,2.917946,342.706822
392,3.299264,303.097903
393,3.916306,255.342662
394,2.925429,341.830207
395,2.916352,342.894136
396,2.905843,344.134215
397,3.272644,305.563330
398,3.670283,272.458554
399,3.511413,284.785640
400,2.916132,342.920005
401,2.913938,343.178201
402,3.350931,298.424527
403,3.784197,264.256856
404,2.918326,342.662197
405,2.909870,343.657964
406,2.920000,342.465753
407,3.337506,299.624930
408,3.823340,261.551418
409,2.917545,342.753925
410,2.918416,342.651630
411,2.901244,344.679730
412,2.917745,342.730431
413,3.871692,258.285008
414,3.452903,289.611379
415,3.154311,317.026444
416,2.921602,342.277969
417,2.908598,343.808254
418,3.419761,292.418096
419,3.705138,269.895480
420,3.052589,327.590776
421,2.916353,342.894019
422,2.921843,342.249738
423,3.290326,303.921253
424,3.902079,256.273643
425,2.928034,341.526089
426,2.923646,342.038674
427,2.906714,344.031095
428,3.318861,301.308190
429,3.755213,266.296479
430,3.410423,293.218759
431,2.928255,341.500313
432,2.917935,342.708114
433,3.280087,304.869962
434,3.733581,267.839375
435,3.057909,327.020850
436,2.919498,342.524640
437,2.914910,343.063765
438,2.940278,340.103895
439,3.842136,260.271890
440,3.320213,301.185496
441,2.933374,340.904365
442,2.906234,344.087916
443,2.914388,343.125212
444,3.364617,297.210648
445,3.768197,265.378907
446,3.447463,290.068378
447,2.992827,334.132244
448,2.930499,341.238813
449,3.353736,298.174931
450,3.727039,268.309508
451,3.053290,327.515565
452,2.930570,341.230546
453,2.917534,342.755217
454,3.429229,291.610738
455,3.811819,262.341942
456,2.944436,339.623616
457,2.921242,342.320150
458,2.907245,343.968259
459,3.318390,301.350956
460,3.719866,268.826888
461,3.444798,290.292783
462,2.936781,340.508877
463,2.917915,342.710463
464,3.411835,293.097409
465,3.790179,263.839782
466,2.932233,341.037019
467,2.911724,343.439145
468,2.920119,342.451797
469,3.338187,299.563805
470,3.825204,261.423966
471,2.961929,337.617816
472,2.922844,342.132526
473,2.916593,342.865803
474,2.924418,341.948381
475,3.803663,262.904469
476,3.455688,289.377976
477,3.144453,318.020336
478,2.947341,339.288871
479,2.923475,342.058680
480,3.378753,295.967181
481,3.696802,270.504074
482,3.044304,328.482307
483,2.950777,338.893790
484,2.932272,341.032483
485,3.331705,300.146622
486,3.822920,261.580153
487,2.955045,338.404322
488,2.919027,342.579908
489,2.912846,343.306855
490,3.368194,296.895013
491,3.759671,265.980720
492,3.413679,292.939084
493,2.953302,338.604044
494,2.914980,343.055527
495,3.433907,291.213478
496,3.696703,270.511318
497,3.059612,326.838828
498,2.917214,342.792815
499,2.918367,342.657383
500,3.328358,300.448449
501,3.829983,261.097765
502,2.943644,339.714993
503,2.928094,341.519091
504,2.908598,343.808254
505,2.926702,341.681524
506,3.848899,259.814560
507,3.458653,289.129901
508,3.146405,317.823039
509,2.937242,340.455434
510,2.920751,342.377697
511,3.844130,260.136884
512,3.245672,308.102606
513,2.924658,341.920320
514,2.938985,340.253523
515,2.931741,341.094251
516,3.433206,291.272938
517,3.822549,261.605541
518,2.944255,339.644494
519,2.919439,342.531562
520,2.920420,342.416502
521,3.317408,301.440161
522,3.747037,266.877536
523,3.394062,294.632214
524,2.961267,337.693291
525,2.921312,342.311948
526,3.434439,291.168368
527,3.730987,268.025592
528,3.556698,281.159660
529,2.938955,340.256996
530,2.918456,342.646934
531,3.335763,299.781489
532,3.829863,261.105946
533,2.943463,339.735883
534,2.917174,342.797516
535,2.926913,341.656892
536,3.401296,294.005579
537,3.604148,277.458084
538,3.492738,286.308335
539,2.961598,337.655549
540,2.918116,342.686857
541,3.423728,292.079277
542,3.819424,261.819583
543,2.942872,339.804110
544,2.921252,342.318978
545,2.927433,341.596204
546,2.914068,343.162891
547,3.879786,257.746175
548,3.331834,300.135001
549,2.957540,338.118842
550,3.026199,330.447535
551,2.996323,333.742390
552,3.830223,261.081404
553,3.202942,312.212959
554,2.967128,337.026242
555,2.942942,339.796027
556,2.939256,340.222151
557,3.313200,301.823011
558,3.793104,263.636325
559,3.019657,331.163440
560,2.937662,340.406759
561,2.973630,336.289316
562,3.458383,289.152474
563,3.849901,259.746939
564,3.071966,325.524436
565,3.034274,329.568127
566,2.943393,339.743962
567,3.374315,296.356446
568,3.776151,264.819918
569,3.073358,325.376998
570,2.908708,343.795252
571,2.912866,343.304498
572,3.288945,304.048867
573,3.864238,258.783232
574,2.936591,340.530908
575,2.911694,343.442683
576,2.904049,344.346807
577,3.329200,300.372462
578,3.830794,261.042489
579,2.936140,340.583215
580,2.918767,342.610424
581,2.913978,343.173490
582,2.910701,343.559850
583,3.857524,259.233643
584,3.230353,309.563692
585,2.921853,342.248566
586,2.913257,343.258422
587,2.923526,342.052713
588,3.440439,290.660581
589,3.794867,263.513846
590,2.917524,342.756392
591,2.911393,343.478191
592,2.911543,343.460495
593,3.287432,304.188801
594,3.828080,261.227561
595,3.379966,295.860964
596,2.931561,341.115194
597,2.931050,341.174664
598,3.424499,292.013518
599,3.683507,271.480413
600,3.055875,327.238516
601,2.928255,341.500313
602,2.926812,341.668683
603,3.449266,289.916753
604,3.800057,263.153947
605,2.943133,339.773976
606,2.914899,343.065060
607,2.926772,341.673352
608,2.926321,341.726010
609,3.876250,257.981296
610,3.372652,296.502574
611,2.924788,341.905123
612,2.922164,342.212141
613,2.916262,342.904718
614,3.302910,302.763321
615,3.876019,257.996671
616,2.926642,341.688529
617,2.930459,341.243471
618,2.921362,342.306089
619,3.453484,289.562656
620,3.719766,268.834115
621,3.058631,326.943656
622,2.926642,341.688529
623,2.926742,341.676854
624,3.302379,302.812003
625,3.899013,256.475164
626,2.951258,338.838556
627,2.922494,342.173500
628,2.913346,343.247936
629,3.298653,303.154045
630,3.872262,258.246988
631,2.939126,340.237200
632,2.925240,341.852292
633,2.923255,342.084423
634,2.928365,341.487485
635,3.848508,259.840957
636,3.233379,309.273982
637,2.930550,341.232874
638,2.922594,342.161792
639,2.923626,342.041013
640,3.386898,295.255423
641,3.809976,262.468845
642,2.934005,340.831048
643,2.917435,342.766848
644,2.926612,341.692032
645,3.298372,303.179872
646,3.862815,258.878564
647,2.930790,341.204931
648,2.922524,342.169987
649,2.911824,343.427350
650,3.301347,302.906662
651,3.755132,266.302223
652,3.117702,320.749065
653,2.930730,341.211916
654,2.925830,341.783357
655,3.427635,291.746350
656,3.778707,264.640789
657,2.927784,341.555251
658,2.922083,342.221628
659,2.927393,341.600871
660,2.924368,341.954227
661,3.850802,259.686164
662,3.338668,299.520647
663,2.920751,342.377697
664,2.914149,343.153353
665,2.924317,341.960191
666,3.302630,302.788989
667,3.914172,255.481875
668,2.926792,341.671017
669,2.917765,342.728081
670,2.921693,342.267309
671,3.381368,295.738293
672,3.712121,269.387770
673,3.058300,326.979041
674,2.923385,342.069211
675,2.922745,342.144115
676,3.402458,293.905171
677,3.867964,258.533947
678,2.923436,342.063243
679,2.912034,343.402584
680,2.926412,341.715384
681,3.302429,302.807418
682,3.866152,258.655118
683,2.924348,341.956566
684,2.925540,341.817237
685,2.922023,342.228655
686,2.913757,343.199519
687,3.879226,257.783383
688,3.238279,308.806005
689,2.937202,340.460071
690,2.924508,341.937858
691,2.921242,342.320150
692,3.397408,294.342040
693,3.719354,268.863894
694,3.050886,327.773637
695,2.924688,341.916813
696,2.923877,342.011651
697,3.302800,302.773404
698,3.848628,259.832855
699,2.927423,341.597371
700,2.921412,342.300230
701,2.914409,343.122739
702,3.303000,302.755071
703,3.878555,257.827980
704,2.945167,339.539320
705,2.927564,341.580918
706,2.920670,342.387192
707,2.917234,342.790465
708,3.852896,259.545028
709,3.242877,308.368156
710,2.923927,342.005802
711,2.926482,341.707210
712,2.919227,342.556437
713,3.395575,294.500931
714,3.772745,265.058996
715,3.058821,326.923347
716,2.927704,341.564584
717,2.927082,341.637166
718,3.303963,302.666828
719,3.863577,258.827506
720,2.935809,340.621614
721,2.921653,342.271995
722,2.911323,343.486449
723,3.300296,303.003125
724,3.768277,265.373273
725,3.123432,320.160644
726,2.928406,341.482704
727,2.920961,342.353082
728,3.291228,303.837960
729,3.746586,266.909661
730,3.058781,326.927622
731,2.915731,342.967167
732,2.924738,341.910968
733,2.921963,342.235682
734,3.875950,258.001264
735,3.339159,299.476605
736,2.919528,342.521120
737,2.913627,343.214832
738,2.923966,342.001241
739,3.302439,302.806501
740,3.861934,258.937620
741,2.931882,341.077847
742,2.926682,341.683859
743,2.922775,342.140603
744,3.298893,303.131990
745,3.741776,267.252770
746,3.120627,320.448423
747,2.936270,340.568136
748,2.925549,341.816186
749,3.282933,304.605668
750,3.865871,258.673919
751,2.922664,342.153597
752,2.919238,342.555146
753,2.923666,342.036334
754,3.300125,303.018825
755,3.882341,257.576550
756,2.924218,341.971768
757,2.925279,341.847735
758,2.914309,343.134513
759,2.916293,342.901073
760,3.844500,260.111848
761,3.377471,296.079522
762,2.927383,341.602038
763,2.926772,341.673352
764,2.917074,342.809267
765,3.438165,290.852824
766,3.691653,270.881364
767,3.062397,326.541595
768,2.928836,341.432569
769,2.925009,341.879290
770,3.325714,300.687311
771,3.825234,261.421916
772,2.928154,341.512093
773,2.913046,343.283285
774,2.924027,341.994106
775,3.298993,303.122801
776,3.834001,260.824136
777,2.933294,340.913662
778,2.927063,341.639384
779,2.924959,341.885134
780,3.106881,321.866206
781,3.761033,265.884399
782,3.237367,308.892999
783,2.928375,341.486319
784,2.927523,341.585702
785,2.925771,341.790249
786,3.877893,257.871994
787,3.149111,317.549937
788,3.057118,327.105463
789,2.927714,341.563418
790,2.927944,341.536587
791,3.333147,300.016771
792,3.815426,262.093931
793,2.929227,341.386994
794,2.925420,341.831258
795,2.913117,343.274918
796,3.299514,303.074938
797,3.860039,259.064740
798,2.924988,341.881744
799,2.926752,341.675687
800,2.922063,342.223970
801,3.387981,295.161041
802,3.709947,269.545630
803,3.058961,326.908385
804,2.922574,342.164133
805,2.925580,341.812564
806,2.918356,342.658675
807,3.887681,257.222751
808,3.417947,292.573290
809,2.928786,341.438398
810,2.916423,342.885789
811,2.924438,341.946042
812,3.887191,257.255175
813,3.377761,296.054102
814,2.922694,342.150085
815,2.924548,341.933181
816,2.911995,343.407183
817,3.329901,300.309228
818,3.716880,269.042853
819,3.121118,320.398011
820,2.926272,341.731732
821,2.923707,342.031537
822,3.410202,293.237761
823,3.804966,262.814438
824,2.935609,340.644820
825,2.916553,342.870505
826,2.924317,341.960191
827,3.302620,302.789906
828,3.907699,255.905074
829,2.926031,341.759879
830,2.921642,342.273283
831,2.911864,343.422632
832,2.928946,341.419746
833,3.875118,258.056658
834,3.383593,295.543820
835,2.925099,341.868771
836,2.923506,342.055053
837,2.920280,342.432917
838,3.896318,256.652563
839,3.253557,307.355918
840,2.920741,342.378869
841,2.926942,341.653507
842,2.925760,341.791535
843,3.408088,293.419653
844,3.908001,255.885298
845,2.936139,340.583331
846,2.920179,342.444761
847,2.923726,342.029315
848,3.301177,302.922261
849,3.857776,259.216709
850,2.930269,341.265597
851,2.928124,341.515592
852,2.915922,342.944702
853,3.394673,294.579183
854,3.771703,265.132223
855,3.059372,326.864468
856,2.923746,342.026975
857,2.928065,341.522473
858,2.925700,341.798544
859,3.880027,257.730165
860,3.153088,317.149410
861,3.056567,327.164430
862,2.926121,341.749367
863,2.927243,341.618376
864,3.840262,260.398900
865,3.374245,296.362594
866,2.927083,341.637050
867,2.924578,341.929673
868,2.912896,343.300962
869,3.331654,300.151216
870,3.816277,262.035486
871,2.948373,339.170112
872,2.925570,341.813732
873,2.924116,341.983697
874,3.393862,294.649576
875,3.749872,266.675769
876,3.043883,328.527739
877,2.924938,341.887589
878,2.929086,341.403428
879,3.422105,292.217802
880,3.820145,261.770168
881,2.946008,339.442391
882,2.935639,340.641339
883,2.914579,343.102726
884,2.926352,341.722390
885,3.876371,257.973244
886,3.372702,296.498179
887,2.925941,341.770391
888,2.913868,343.186445
889,2.910321,343.604709
890,3.853808,259.483607
891,3.232117,309.394740
892,2.917725,342.732780
893,2.924999,341.880459
894,2.921633,342.274338
895,3.388091,295.151458
896,3.812781,262.275751
897,2.940087,340.125989
898,2.919429,342.532735
899,2.922825,342.134750
900,3.305746,302.503580
901,3.844721,260.096896
902,2.955747,338.323950
903,2.922394,342.185208
904,2.914168,343.151116
905,3.299294,303.095147
906,3.757286,266.149556
907,3.130136,319.474937
908,2.930038,341.292502
909,2.922715,342.147626
910,2.923586,342.045693
911,3.867824,258.543305
912,3.256714,307.057973
913,2.917926,342.709171
914,2.925039,341.875784
915,2.926061,341.756375
916,3.398210,294.272573
917,3.859128,259.125896
918,2.941220,339.994968
919,2.916913,342.828189
920,2.919749,342.495194
921,3.394683,294.578316
922,3.819924,261.785313
923,3.398831,294.218806
924,2.931922,341.073194
925,2.921101,342.336674
926,3.314413,301.712551
927,3.737900,267.529896
928,3.056998,327.118304
929,2.921883,342.245052
930,2.926011,341.762215
931,3.299003,303.121883
932,3.865330,258.710123
933,2.924758,341.908630
934,2.922174,342.210970
935,2.913267,343.257244
936,3.282883,304.610307
937,3.770841,265.192831
938,3.418858,292.495330
939,2.932814,340.969458
940,2.927273,341.614875
941,2.925720,341.796207
942,3.849129,259.799035
943,3.246354,308.037879
944,2.924729,341.912020
945,2.925891,341.776232
946,2.924889,341.893316
947,3.417526,292.609332
948,3.858046,259.198568
949,2.931160,341.161861
950,2.916452,342.882379
951,2.924106,341.984866
952,3.283373,304.564848
953,3.776632,264.786190
954,3.522494,283.889767
955,2.924127,341.982410
956,2.924458,341.943704
957,3.307719,302.323142
958,3.743600,267.122556
959,3.061155,326.674082
960,2.928095,341.518974
961,2.926932,341.654675
962,3.336143,299.747343
963,3.823280,261.555523
964,2.920791,342.373008
965,2.924608,341.926166
966,2.911433,343.473472
967,3.288814,304.060978
968,3.771913,265.117462
969,3.425741,291.907649
970,2.929086,341.403428
971,2.927994,341.530755
972,2.920300,342.430572
973,3.894235,256.789844
974,3.238780,308.758236
975,2.926211,341.738856
976,2.925349,341.839555
977,2.921492,342.290857
978,3.347495,298.730842
979,3.806209,262.728610
980,2.930970,341.183977
981,2.915471,342.997752
982,2.945748,339.472351
983,3.289064,304.037866
984,3.787513,264.025496
985,3.421544,292.265714
986,2.927293,341.612541
987,2.927123,341.632381
988,3.443616,290.392425
989,3.696762,270.507000
990,3.063099,326.466758
991,2.924257,341.967207
992,2.925891,341.776232
993,3.300746,302.961815
994,3.863587,258.826836
995,2.922805,342.137091
996,2.913327,343.250174
997,2.925870,341.778685
998,3.284866,304.426421
999,3.785930,264.135893
1000,3.429269,291.607337
1001,2.932082,341.054582
1002,2.924488,341.940196
1003,2.912987,343.290238
1004,3.853096,259.531556
1005,3.235162,309.103532
1006,2.929037,341.409139
1007,2.925851,341.780904
1008,2.922053,342.225141
1009,3.399883,294.127769
1010,3.821457,261.680296
1011,2.929587,341.345043
1012,2.921873,342.246224
1013,2.921532,342.286170
1014,3.286810,304.246367
1015,3.763999,265.674885
1016,3.423978,292.057951
1017,2.932232,341.037135
1018,2.922013,342.229826
1019,3.423267,292.118611
1020,3.723963,268.531132
1021,3.064491,326.318465
1022,2.922494,342.173500
1023,2.923536,342.051543
1024,3.429359,291.599684
1025,3.826507,261.334946
1026,2.923506,342.055053
1027,2.915701,342.970696
1028,2.924338,341.957735
1029,3.286750,304.251921
1030,3.767806,265.406446
1031,3.437113,290.941846
1032,2.934506,340.772859
1033,2.922805,342.137091
1034,2.916012,342.934117
1035,3.880809,257.678232
1036,3.237798,308.851880
1037,2.926632,341.689697
1038,2.928575,341.462998
1039,2.923897,342.009312
1040,3.348195,298.668387
1041,3.715878,269.115402
1042,3.062568,326.523362
1043,2.917274,342.785765
1044,2.921241,342.320267
1045,3.283534,304.549915
1046,3.784838,264.212101
1047,3.439678,290.724888
1048,2.929677,341.334557
1049,2.924708,341.914475
1050,3.388722,295.096500
1051,3.730496,268.060869
1052,3.072747,325.441698
1053,2.929989,341.298210
1054,2.920430,342.415329
1055,3.371510,296.603006
1056,3.778376,264.663972
1057,2.921793,342.255594
1058,2.913558,343.222960
1059,2.924708,341.914475
1060,3.430150,291.532440
1061,3.729944,268.100540
1062,3.434398,291.171844
1063,2.927654,341.570418
1064,2.916713,342.851696
1065,2.915882,342.949406
1066,3.891059,256.999444
1067,3.250572,307.638163
1068,2.931521,341.119849
1069,2.928425,341.480489
1070,2.923385,342.069211
1071,3.881060,257.661567
1072,3.146997,317.763252
1073,3.060013,326.795997
1074,2.924237,341.969546
1075,2.926992,341.647671
1076,3.389684,295.012750
1077,3.784929,264.205749
1078,3.394783,294.569638
1079,2.925250,341.851124
1080,2.910752,343.553831
1081,3.386407,295.298232
1082,3.710148,269.531027
1083,3.121279,320.381485
1084,2.923837,342.016330
1085,2.925129,341.865265
1086,3.417547,292.607534
1087,3.779798,264.564403
1088,2.920911,342.358942
1089,2.920260,342.435263
1090,2.923436,342.063243
1091,3.283133,304.587112
1092,3.756444,266.209213
1093,3.435180,291.105561
1094,2.924498,341.939027
1095,2.927103,341.634715
1096,2.919388,342.537546
1097,3.844470,260.113878
1098,3.242356,308.417706
1099,2.932233,341.037019
1100,2.929407,341.366017
1101,2.920380,342.421192
1102,3.347354,298.743425
1103,3.748599,266.766331
1104,3.054112,327.427416
1105,2.931521,341.119849
1106,2.928455,341.476990
1107,3.287502,304.182324
1108,3.810546,262.429584
1109,3.394102,294.628741
1110,2.923055,342.107829
1111,2.912856,343.305677
1112,3.299494,303.076775
1113,3.747598,266.837585
1114,3.119385,320.576011
1115,2.929096,341.402262
1116,2.924628,341.923828
1117,3.309563,302.154695
1118,3.723723,268.548439
1119,3.038703,329.087772
1120,2.927604,341.576251
1121,2.912305,343.370629
1122,3.861041,258.997509
1123,3.351262,298.395052
1124,3.245682,308.101656
1125,2.912345,343.365913
1126,2.912986,343.290356
1127,3.385256,295.398635
1128,3.869608,258.424109
1129,2.933365,340.905411
1130,2.916923,342.827013
1131,2.913697,343.206586
1132,3.297751,303.236964
1133,3.697534,270.450522
1134,3.118293,320.688274
1135,2.929086,341.403428
1136,2.919428,342.532852
1137,3.387249,295.224827
1138,3.737128,267.585162
1139,3.399192,294.187560
1140,2.918867,342.598686
1141,2.922895,342.126556
1142,3.295727,303.423190
1143,3.878935,257.802722
1144,2.924568,341.930842
1145,2.924689,341.916696
1146,2.915040,343.048466
1147,3.383543,295.548187
1148,3.730797,268.039242
1149,3.057769,327.035823
1150,2.921502,342.289685
1151,2.924497,341.939144
