token,latency_ms,tokens_per_sec
1152,2.914799,343.076830
1153,3.861072,258.995429
1154,3.314402,301.713552
1155,3.227649,309.823032
1156,2.918025,342.697544
1157,2.924879,341.894485
1158,3.408670,293.369555
1159,3.859058,259.130596
1160,2.923336,342.074945
1161,2.922033,342.227483
1162,2.909750,343.672137
1163,3.298502,303.167923
1164,3.858026,259.199912
1165,2.933365,340.905411
1166,2.927153,341.628880
1167,2.928396,341.483870
1168,3.413188,292.981225
1169,3.629385,275.528774
1170,3.501575,285.585772
1171,2.924598,341.927335
1172,2.919688,342.502350
1173,3.292861,303.687280
1174,3.885408,257.373228
1175,2.931241,341.152433
1176,2.916343,342.895194
1177,2.909410,343.712299
1178,3.289485,303.998954
1179,3.740295,267.358591
1180,3.119155,320.599650
1181,2.927203,341.623044
1182,2.921092,342.337728
1183,2.918938,342.590353
1184,3.870109,258.390655
1185,3.410683,293.196407
1186,3.131027,319.384023
1187,2.939757,340.164170
1188,2.922284,342.198089
1189,3.419761,292.418096
1190,3.874778,258.079302
1191,2.934877,340.729782
1192,2.917935,342.708114
1193,2.913367,343.245461
1194,3.292231,303.745393
1195,3.861382,258.974637
1196,2.946940,339.335039
1197,2.929968,341.300656
1198,2.920029,342.462352
1199,3.421724,292.250339
1200,3.625949,275.789869
1201,3.464906,288.608118
1202,2.943674,339.711531
1203,2.926742,341.676854
1204,3.300506,302.983846
1205,3.866371,258.640467
1206,2.931120,341.166517
1207,2.921192,342.326009
1208,2.908417,343.829650
1209,3.297450,303.264644
1210,3.770200,265.237918
1211,3.145765,317.887700
1212,2.912616,343.333965
1213,2.924177,341.976563
1214,2.909009,343.759679
1215,3.884716,257.419075
1216,3.412517,293.038833
1217,3.129624,319.527202
1218,2.932823,340.968412
1219,2.915781,342.961286
1220,3.838028,260.550470
1221,3.369265,296.800638
1222,2.929708,341.330945
1223,2.916713,342.851696
1224,2.914278,343.138163
1225,3.327297,300.544256
1226,3.869999,258.398000
1227,2.940498,340.078449
1228,2.928375,341.486319
1229,2.910632,343.567995
1230,3.379735,295.881186
1231,3.688447,271.116814
1232,3.459145,289.088778
1233,2.929246,341.384780
1234,2.926311,341.727178
1235,3.337916,299.588126
1236,3.807451,262.642907
1237,2.936710,340.517109
1238,2.918937,342.590470
1239,2.908026,343.875880
1240,3.312328,301.902469
1241,3.784027,264.268727
1242,3.132620,319.221610
1243,2.918076,342.691554
1244,2.926000,341.763500
1245,2.916362,342.892960
1246,3.829182,261.152382
1247,3.417797,292.586131
1248,3.138370,318.636745
1249,2.924277,341.964869
1250,2.920701,342.383558
1251,3.900666,256.366477
1252,3.359648,297.650230
1253,2.926562,341.697869
1254,2.920070,342.457544
1255,2.904370,344.308749
1256,3.336594,299.706827
1257,3.832608,260.918936
1258,2.957410,338.133705
1259,2.919538,342.519947
1260,2.912675,343.327010
1261,3.367983,296.913613
1262,3.667026,272.700548
1263,3.457823,289.199303
1264,2.946278,339.411284
1265,2.913948,343.177023
1266,3.424089,292.048484
1267,3.798023,263.294877
1268,2.966657,337.079750
1269,2.919108,342.570402
1270,2.919759,342.494021
1271,3.285798,304.340072
1272,3.897971,256.543725
1273,2.936621,340.527429
1274,3.002164,333.093062
1275,2.917364,342.775190
1276,2.920109,342.452970
1277,3.864398,258.772518
1278,3.407227,293.493800
1279,3.138861,318.586901
1280,2.931722,341.096461
1281,2.913237,343.260778
1282,3.874096,258.124734
1283,3.337405,299.633997
1284,2.934938,340.722700
1285,2.901845,344.608344
1286,2.920971,342.351910
1287,3.304203,302.644844
1288,3.833380,260.866389
1289,2.934076,340.822801
1290,2.927704,341.564584
1291,2.908107,343.866302
1292,3.368464,296.871215
1293,3.669451,272.520331
1294,3.450919,289.777882
1295,2.933074,340.939233
1296,2.924668,341.919151
1297,3.331744,300.143108
1298,3.797151,263.355342
1299,2.934015,340.829887
1300,2.920590,342.396571
1301,2.907896,343.891253
1302,3.420401,292.363381
1303,3.866542,258.629028
1304,2.958733,337.982508
1305,2.918436,342.649282
1306,2.917835,342.719859
1307,2.901394,344.661911
1308,3.865139,258.722908
1309,3.405765,293.619789
1310,3.133301,319.152230
1311,2.932764,340.975271
1312,2.925279,341.847735
1313,3.865430,258.703430
1314,3.336194,299.742761
1315,2.920871,342.363631
1316,2.905902,344.127228
1317,2.911012,343.523146
1318,3.290918,303.866581
1319,3.905455,256.052112
1320,2.957280,338.148569
1321,2.917365,342.775073
1322,2.921953,342.236853
1323,3.359236,297.686736
1324,3.657879,273.382471
1325,3.462882,288.776805
1326,2.927614,341.575085
1327,2.912675,343.327010
1328,3.447693,290.049027
1329,3.811378,262.372297
1330,2.921152,342.330697
1331,2.902366,344.546484
1332,2.916683,342.855223
1333,3.377250,296.098897
1334,3.891348,256.980357
1335,2.918606,342.629324
1336,2.934727,340.747197
1337,2.920741,342.378869
1338,2.913607,343.217187
1339,3.821447,261.680981
1340,3.402628,293.890487
1341,3.148720,317.589370
1342,2.930950,341.186305
1343,2.912455,343.352945
1344,3.876160,257.987286
1345,3.332847,300.043776
1346,2.933054,340.941558
1347,2.906634,344.040564
1348,2.924237,341.969546
1349,3.333808,299.957286
1350,3.824132,261.497250
1351,2.928315,341.493316
1352,2.920621,342.392936
1353,2.904249,344.323094
1354,3.277272,305.131829
1355,3.702102,270.116815
1356,3.501104,285.624192
1357,2.924628,341.923828
1358,2.917325,342.779773
1359,3.376479,296.166510
1360,3.799175,263.215040
1361,2.924658,341.920320
1362,2.915261,343.022460
1363,2.913086,343.278571
1364,3.115528,320.972882
1365,3.819984,261.781201
1366,3.333949,299.944600
1367,2.917484,342.761091
1368,2.916693,342.854047
1369,2.906053,344.109347
1370,3.812531,262.292949
1371,3.451731,289.709714
1372,3.149762,317.484305
1373,2.922494,342.173500
1374,2.914529,343.108612
1375,3.385005,295.420539
1376,3.726589,268.341907
1377,3.054022,327.437065
1378,2.925299,341.845398
1379,2.914519,343.109789
1380,3.337566,299.619543
1381,3.824352,261.482207
1382,2.929257,341.383498
1383,2.916493,342.877559
1384,2.908778,343.786979
1385,3.270740,305.741208
1386,3.768869,265.331589
1387,3.439988,290.698688
1388,2.940609,340.065612
1389,2.909971,343.646036
1390,3.311036,302.020274
1391,3.823260,261.556891
1392,2.929207,341.389325
1393,2.905101,344.222111
1394,2.921001,342.348394
1395,2.912274,343.374284
1396,3.845682,260.031901
1397,3.334640,299.882446
1398,2.927634,341.572751
1399,2.904480,344.295709
1400,2.917605,342.746876
1401,3.371610,296.594209
1402,3.759861,265.967279
1403,3.444507,290.317308
1404,2.946930,339.336191
1405,2.909610,343.688673
1406,3.455297,289.410722
1407,3.697894,270.424193
1408,3.048491,328.031147
1409,2.912635,343.331725
1410,2.921622,342.275626
1411,3.341594,299.258378
1412,3.777554,264.721563
1413,2.927012,341.645337
1414,2.919028,342.579790
1415,2.912135,343.390674
1416,3.273074,305.523187
1417,3.784888,264.208611
1418,3.439036,290.779160
1419,2.930699,341.215526
1420,2.915351,343.011871
1421,3.420853,292.324751
1422,3.697584,270.446865
1423,3.057729,327.040101
1424,2.967088,337.030786
1425,2.915862,342.951758
1426,3.208963,311.627152
1427,3.767706,265.413490
1428,3.355098,298.053887
1429,2.929557,341.348538
1430,2.906804,344.020443
1431,2.927804,341.552918
1432,3.813532,262.224101
1433,3.456119,289.341889
1434,3.149111,317.549937
1435,2.922605,342.160504
1436,2.911073,343.515948
1437,3.889725,257.087583
1438,3.146396,317.823948
1439,3.061095,326.680485
1440,2.924949,341.886303
1441,2.912265,343.375345
1442,3.317177,301.461152
1443,3.841585,260.309221
1444,2.930318,341.259891
1445,2.907035,343.993106
1446,2.906995,343.997840
1447,3.271722,305.649441
1448,3.768527,265.355668
1449,3.448224,290.004362
1450,2.930990,341.181649
1451,2.909831,343.662570
1452,3.419861,292.409545
1453,3.705558,269.864889
1454,3.048712,328.007368
1455,2.923205,342.090274
1456,2.921653,342.271995
1457,3.406746,293.535239
1458,3.826527,261.333580
1459,2.930228,341.270372
1460,2.913948,343.177023
1461,2.904821,344.255291
1462,2.918126,342.685683
1463,3.812290,262.309530
1464,3.452151,289.674467
1465,3.144472,318.018415
1466,2.927133,341.631214
1467,2.916353,342.894019
1468,3.387700,295.185524
1469,3.744311,267.071832
1470,3.052309,327.620827
1471,2.917525,342.756275
1472,2.921903,342.242710
1473,3.396317,294.436591
1474,3.896799,256.620883
1475,2.933154,340.929934
1476,2.917705,342.735129
1477,2.913707,343.205408
1478,3.315104,301.649662
1479,3.764981,265.605590
1480,3.408038,293.423958
1481,2.929226,341.387110
1482,2.919458,342.529332
1483,3.378603,295.980321
1484,3.739292,267.430305
1485,3.051527,327.704785
1486,2.926812,341.668683
1487,2.917545,342.753925
1488,3.413178,292.982083
1489,3.821527,261.675503
1490,2.930950,341.186305
1491,2.923365,342.071551
1492,2.903879,344.366966
1493,2.918787,342.608077
1494,3.809334,262.513080
1495,3.455368,289.404775
1496,3.147378,317.724786
1497,2.923726,342.029315
1498,2.912254,343.376642
1499,3.848278,259.856486
1500,3.232918,309.318084
1501,2.926772,341.673352
1502,2.920269,342.434207
1503,2.909680,343.680405
1504,3.407057,293.508444
1505,3.887612,257.227316
1506,2.935047,340.710047
1507,2.910491,343.584639
1508,2.913056,343.282106
1509,3.282372,304.657729
1510,3.797371,263.340084
1511,3.398771,294.224000
1512,2.938133,340.352190
1513,2.915921,342.944819
1514,3.382941,295.600781
1515,3.787763,264.008070
1516,3.054472,327.388825
1517,2.914569,343.103903
1518,2.915110,343.040228
1519,3.429809,291.561425
1520,3.836365,260.663414
1521,2.947141,339.311896
1522,2.918607,342.629206
1523,2.916152,342.917653
1524,2.912976,343.291534
1525,3.857475,259.236936
1526,3.481958,287.194734
1527,3.150734,317.386361
1528,2.924046,341.991884
1529,2.915481,342.996576
1530,3.894364,256.781338
1531,3.238078,308.825173
1532,2.926361,341.721339
1533,2.916042,342.930589
1534,2.915831,342.955404
1535,3.405093,293.677735
1536,3.879897,257.738801
1537,2.928365,341.487485
1538,2.907535,343.933951
1539,2.916313,342.898722
1540,3.312528,301.884241
1541,3.752497,266.489220
1542,3.398741,294.226597
1543,2.933354,340.906689
1544,2.915200,343.029638
1545,3.418147,292.556172
1546,3.732279,267.932810
1547,3.054693,327.365139
1548,3.022112,330.894421
1549,2.958051,338.060432
1550,3.356140,297.961348
1551,3.812880,262.268941
1552,3.235223,309.097704
1553,2.948664,339.136640
1554,2.947531,339.267000
1555,3.391287,294.873303
1556,3.744102,267.086741
1557,3.510672,284.845750
1558,2.977548,335.846811
1559,2.959503,337.894572
1560,3.319351,301.263711
1561,3.824212,261.491779
1562,3.213001,311.235508
1563,2.970104,336.688547
1564,2.922705,342.148797
1565,3.299344,303.090554
1566,3.793163,263.632225
1567,3.118734,320.642928
1568,2.928355,341.488651
1569,2.912175,343.385957
1570,2.916112,342.922357
1571,3.848498,259.841632
1572,3.419179,292.467870
1573,3.146415,317.822029
1574,2.926221,341.737688
1575,2.915070,343.044935
1576,3.835033,260.753949
1577,3.336063,299.754531
1578,2.921101,342.336674
1579,2.909709,343.676979
1580,2.914098,343.159358
1581,3.327557,300.520772
1582,3.822499,261.608963
1583,2.923356,342.072604
1584,2.929377,341.369513
1585,2.922644,342.155938
1586,3.404972,293.688171
1587,3.615880,276.557850
1588,3.520680,284.036038
1589,2.943854,339.690759
1590,2.939065,340.244261
1591,3.340250,299.378789
1592,3.820345,261.756464
1593,3.005591,332.713267
1594,2.934336,340.792602
1595,2.917484,342.761091
1596,3.351432,298.379916
1597,3.762787,265.760459
1598,3.222940,310.275711
1599,2.930539,341.234155
1600,2.934676,340.753119
1601,2.922664,342.153597
1602,3.842807,260.226444
1603,3.248398,307.844051
1604,2.924037,341.992936
1605,2.928616,341.458218
1606,2.931140,341.164189
1607,3.880919,257.670928
1608,3.376278,296.184141
1609,2.938674,340.289532
1610,2.927102,341.634832
1611,2.922554,342.166475
1612,3.344749,298.976097
1613,3.819794,261.794222
1614,2.950466,338.929511
1615,2.928466,341.475708
1616,2.923266,342.083136
1617,3.426112,291.876039
1618,3.681073,271.659921
1619,3.053211,327.524039
1620,2.930749,341.209704
1621,2.923907,342.008142
1622,3.446461,290.152710
1623,3.805186,262.799243
1624,2.964674,337.305215
1625,2.916012,342.934117
1626,2.928154,341.512093
1627,3.123743,320.128769
1628,3.763127,265.736447
1629,3.376700,296.147126
1630,2.942642,339.830669
1631,2.926121,341.749367
1632,2.924207,341.973055
1633,3.876210,257.983959
1634,3.234090,309.205990
1635,2.928876,341.427906
1636,2.932203,341.040508
1637,2.923276,342.081966
1638,3.399433,294.166704
1639,3.733531,267.842962
1640,3.059232,326.879426
1641,2.915050,343.047289
1642,2.931340,341.140912
1643,3.300526,302.982010
1644,3.891228,256.988282
1645,2.925159,341.861759
1646,2.929678,341.334440
1647,2.913918,343.180556
1648,3.346032,298.861457
1649,3.734283,267.789024
1650,3.135556,318.922705
1651,2.933104,340.935746
1652,2.924157,341.978902
1653,3.308881,302.216973
1654,3.710378,269.514319
1655,3.062608,326.519097
1656,2.926582,341.695534
1657,2.927133,341.631214
1658,2.928425,341.480489
1659,3.876200,257.984624
1660,3.331243,300.188248
1661,2.926471,341.708495
1662,2.924057,341.990597
1663,2.925359,341.838386
1664,3.306577,302.427556
1665,3.854400,259.443753
1666,2.945127,339.543931
1667,2.921743,342.261451
1668,2.924669,341.919034
1669,3.434999,291.120900
1670,3.691342,270.904186
1671,3.054132,327.425272
1672,2.926752,341.675687
1673,2.925259,341.850072
1674,3.423908,292.063922
1675,3.854880,259.411447
1676,2.939335,340.213007
1677,2.917154,342.799866
1678,2.929046,341.408090
1679,3.338848,299.504500
1680,3.827207,261.287148
1681,2.938253,340.338289
1682,2.930680,341.217738
1683,2.921342,342.308432
1684,2.917314,342.781065
1685,3.900886,256.352018
1686,3.241575,308.492014
1687,2.929427,341.363686
1688,2.925720,341.796207
1689,2.919138,342.566881
1690,3.439478,290.741793
1691,3.726949,268.315987
1692,3.048882,327.989079
1693,2.927874,341.544752
1694,2.927193,341.624211
1695,3.337936,299.586331
1696,3.834862,260.765576
1697,2.930900,341.192125
1698,2.927944,341.536587
1699,2.913527,343.226612
1700,3.336724,299.695150
1701,3.826536,261.332965
1702,2.947751,339.241680
1703,2.930890,341.193289
1704,2.926020,341.761164
1705,3.325743,300.684689
1706,3.702092,270.117544
1707,3.054693,327.365139
1708,2.931421,341.131485
1709,2.928224,341.503929
1710,2.924137,341.981241
1711,3.882231,257.583848
1712,3.324852,300.765267
1713,2.934847,340.733265
1714,2.926421,341.714333
1715,2.923987,341.998785
1716,3.346844,298.788949
1717,3.827178,261.289127
1718,2.941670,339.942958
1719,2.922825,342.134750
1720,2.916613,342.863452
1721,3.382560,295.634076
1722,3.711991,269.397205
1723,3.133601,319.121675
1724,2.928435,341.479323
1725,2.920671,342.387075
1726,3.431172,291.445605
1727,3.795448,263.473508
1728,2.958472,338.012325
1729,2.923125,342.099637
1730,2.930449,341.244635
1731,3.318851,301.309098
1732,3.868456,258.501066
1733,2.941039,340.015892
1734,2.927514,341.586752
1735,2.921372,342.304917
1736,2.925229,341.853578
1737,3.884777,257.415033
1738,3.384083,295.501026
1739,2.934276,340.799570
1740,2.930960,341.185141
1741,2.920561,342.399970
1742,3.446030,290.189000
1743,3.708925,269.619903
1744,3.050806,327.782232
1745,2.930119,341.283067
1746,2.928085,341.520140
1747,3.349438,298.557549
1748,3.859498,259.101054
1749,2.941550,339.956825
1750,2.933875,340.846151
1751,2.913367,343.245461
1752,3.327147,300.557805
1753,3.770251,265.234331
1754,3.399663,294.146802
1755,2.942391,339.859658
1756,2.934898,340.727344
1757,3.431814,291.391084
1758,3.785520,264.164501
1759,2.937653,340.407802
1760,2.923817,342.018669
1761,2.926632,341.689697
1762,3.334750,299.872554
1763,3.829983,261.097765
1764,2.943143,339.772821
1765,2.926532,341.701372
1766,2.922094,342.220339
1767,2.927393,341.600871
1768,3.824202,261.492463
1769,3.431572,291.411633
1770,3.145104,317.954510
1771,2.927052,341.640668
1772,2.923717,342.030368
1773,3.357965,297.799411
1774,3.764740,265.622593
1775,3.058230,326.986525
1776,2.930870,341.195618
1777,2.926091,341.752871
1778,3.345040,298.950087
1779,3.860841,259.010925
1780,2.939587,340.183842
1781,2.920179,342.444761
1782,2.921512,342.288514
1783,3.328549,300.431209
1784,3.762266,265.797262
1785,3.399322,294.176309
1786,2.943403,339.742808
1787,2.920851,342.365975
1788,3.431734,291.397876
1789,3.688466,271.115418
1790,3.050846,327.777934
1791,2.923716,342.030484
1792,2.928976,341.416249
1793,3.422526,292.181856
1794,3.826547,261.332214
1795,2.935639,340.641339
1796,2.928335,341.490984
1797,2.920320,342.428227
1798,2.930289,341.263268
1799,3.830174,261.084744
1800,3.430641,291.490716
1801,3.147658,317.696522
1802,2.932523,341.003293
1803,2.922003,342.230997
1804,3.897150,256.597770
1805,3.256593,307.069382
1806,2.923746,342.026975
1807,2.928676,341.451222
1808,2.930158,341.278525
1809,3.348126,298.674542
1810,3.856493,259.302947
1811,2.935208,340.691358
1812,2.920460,342.411812
1813,2.924108,341.984633
1814,3.337816,299.597102
1815,3.767735,265.411447
1816,3.383262,295.572734
1817,2.942422,339.856078
1818,2.931171,341.160581
1819,3.434277,291.182103
1820,3.723763,268.545555
1821,3.041679,328.765790
1822,2.932994,340.948532
1823,2.928816,341.434901
1824,3.455047,289.431663
1825,3.831977,260.961900
1826,2.966577,337.088840
1827,2.923386,342.069094
1828,2.920530,342.403605
1829,2.929908,341.307645
1830,3.871451,258.301087
1831,3.432514,291.331660
1832,3.141015,318.368425
1833,2.928766,341.440730
1834,2.919298,342.548106
1835,3.904293,256.128318
1836,3.153529,317.105059
1837,3.060575,326.735989
1838,2.926592,341.694367
1839,2.914619,343.098017
1840,3.427184,291.784742
1841,3.853007,259.537551
1842,2.933074,340.939233
1843,2.921482,342.292028
1844,2.910231,343.615335
1845,3.310305,302.086968
1846,3.741666,267.260627
1847,3.398540,294.243999
1848,2.942702,339.823740
1849,2.914549,343.106258
1850,3.425922,291.892226
1851,3.728542,268.201351
1852,3.059252,326.877289
1853,2.914609,343.099194
1854,2.924007,341.996445
1855,3.323690,300.870418
1856,3.834812,260.768976
1857,2.938504,340.309219
1858,2.919759,342.494021
1859,2.904330,344.313491
1860,3.123593,320.144142
1861,3.711841,269.408092
1862,3.447332,290.079401
1863,3.144762,317.989088
1864,2.920350,342.424709
1865,2.909410,343.712299
1866,3.896408,256.646635
1867,3.253147,307.394655
1868,2.914880,343.067296
1869,2.915490,342.995517
1870,2.921713,342.264966
1871,3.417356,292.623888
1872,3.858537,259.165585
1873,2.923967,342.001124
1874,2.909569,343.693516
1875,2.911964,343.410839
1876,3.313079,301.834034
1877,3.758629,266.054458
1878,3.406075,293.593065
1879,2.932152,341.046440
1880,2.922484,342.174671
1881,3.424860,291.982738
1882,3.680672,271.689518
1883,3.053531,327.489716
1884,2.925029,341.876952
1885,2.915010,343.051996
1886,3.328529,300.433014
1887,3.826156,261.358920
1888,2.934676,340.753119
1889,2.919498,342.524640
1890,2.908317,343.841473
1891,2.912816,343.310391
1892,3.812971,262.262682
1893,3.441221,290.594530
1894,3.139312,318.541133
1895,2.925139,341.864096
1896,2.922433,342.180642
1897,3.859379,259.109043
1898,3.236205,309.003910
1899,2.924007,341.996445
1900,2.921051,342.342534
1901,2.912195,343.383599
1902,3.422336,292.198078
1903,3.822819,261.587064
1904,2.935638,340.641455
1905,2.917625,342.744527
1906,2.941310,339.984565
1907,3.348917,298.603996
1908,3.752066,266.519832
1909,3.418307,292.542478
1910,2.973180,336.340215
1911,2.917444,342.765791
1912,3.433006,291.289907
1913,3.686533,271.257575
1914,3.048261,328.055898
1915,2.929857,341.313586
1916,2.933775,340.857769
1917,3.314121,301.739134
1918,3.829772,261.112150
1919,2.934707,340.749519
1920,2.932232,341.037135
1921,2.916242,342.907070
1922,2.935058,340.708770
1923,3.808783,262.551056
1924,3.449897,289.863726
1925,3.144762,317.989088
1926,2.928836,341.432569
1927,2.906704,344.032278
1928,3.857415,259.240968
1929,3.241615,308.488207
1930,2.929577,341.346208
1931,2.916783,342.843468
1932,2.920710,342.382503
1933,3.424670,291.998937
1934,3.811528,262.361971
1935,2.945638,339.485028
1936,2.922625,342.158163
1937,2.925690,341.799712
1938,3.437494,290.909599
1939,3.755673,266.263863
1940,3.417276,292.630739
1941,2.935990,340.600615
1942,2.928455,341.476990
1943,3.427055,291.795725
1944,3.686873,271.232559
1945,3.054652,327.369533
1946,2.934146,340.814670
1947,2.925950,341.769340
1948,3.303422,302.716395
1949,3.862584,258.894046
1950,2.937903,340.378835
1951,2.920240,342.437608
1952,2.923486,342.057393
1953,3.298151,303.200187
1954,3.719384,268.861725
1955,3.443866,290.371344
1956,2.942321,339.867744
1957,2.925119,341.866433
1958,2.929016,341.411587
1959,3.889656,257.092144
1960,3.228520,309.739447
1961,2.917775,342.726907
1962,2.926381,341.719004
1963,2.914489,343.113321
1964,3.441220,290.594615
1965,3.781061,264.476029
1966,2.939516,340.192059
1967,2.907676,343.917273
1968,2.916953,342.823487
1969,3.320784,301.133708
1970,3.758308,266.077182
1971,3.410273,293.231656
1972,2.963992,337.382827
1973,2.913437,343.237214
1974,3.438476,290.826517
1975,3.682927,271.523166
1976,3.053651,327.476847
1977,2.918988,342.584485
1978,2.930750,341.209588
1979,3.430341,291.516208
1980,3.816488,262.020999
1981,2.925861,341.779736
1982,2.915541,342.989517
1983,2.917675,342.738653
1984,3.410313,293.228217
1985,3.730606,268.052965
1986,3.438917,290.789222
1987,2.931541,341.117521
1988,2.927744,341.559918
1989,3.111360,321.402859
1990,3.776743,264.778408
1991,3.236015,309.022053
1992,2.925460,341.826585
1993,2.919678,342.503523
1994,2.920510,342.405950
1995,3.892350,256.914204
1996,3.330874,300.221503
1997,2.915510,342.993164
1998,2.912775,343.315223
1999,2.914108,343.158181
2000,3.410343,293.225637
2001,3.730386,268.068774
2002,3.442844,290.457540
2003,2.921592,342.279141
2004,2.920771,342.375352
2005,3.403009,293.857583
2006,3.695369,270.608970
2007,3.058040,327.006841
2008,2.925379,341.836049
2009,2.912365,343.363555
2010,3.430311,291.518757
2011,3.781151,264.469734
2012,2.934917,340.725138
2013,2.910601,343.571654
2014,2.919348,342.542239
2015,3.322617,300.967581
2016,3.730245,268.078906
2017,3.440079,290.690999
2018,2.947872,339.227755
2019,2.921812,342.253369
2020,3.333708,299.966284
2021,3.694538,270.669837
2022,3.053881,327.452183
2023,2.918076,342.691554
2024,2.930710,341.214245
2025,2.917004,342.817494
2026,3.841966,260.283407
2027,3.328789,300.409548
2028,2.934607,340.761131
2029,2.912215,343.381241
2030,2.926361,341.721339
2031,3.313520,301.793863
2032,3.729755,268.114125
2033,3.444017,290.358613
2034,2.939616,340.180486
2035,2.915581,342.984812
2036,3.418057,292.563875
2037,3.700379,270.242589
2038,3.047850,328.100136
2039,2.918847,342.601034
2040,2.915010,343.051996
2041,3.429108,291.621028
2042,3.823120,261.566469
2043,2.925640,341.805554
2044,2.902927,344.479899
2045,2.918858,342.599743
2046,3.312769,301.862279
2047,3.720858,268.755217
2048,3.445018,290.274245
2049,2.936049,340.593771
2050,2.913326,343.250292
2051,3.420372,292.365860
2052,3.699758,270.287949
2053,3.056095,327.214959
2054,2.916122,342.921181
2055,2.915190,343.030814
2056,2.910732,343.556191
2057,3.848037,259.872761
2058,3.421244,292.291342
2059,2.920320,342.428227
2060,2.907366,343.953943
2061,2.924167,341.977732
2062,3.321746,301.046498
2063,3.722460,268.639556
2064,3.442504,290.486227
2065,2.928134,341.514425
2066,2.922143,342.214601
2067,3.409211,293.323001
2068,3.684118,271.435388
2069,3.056256,327.197722
2070,2.932402,341.017364
2071,2.918998,342.583311
2072,3.337967,299.583549
2073,3.780159,264.539137
2074,2.939095,340.240788
2075,2.909670,343.681586
2076,2.923977,341.999954
2077,3.322257,301.000194
2078,3.718252,268.943579
2079,3.440880,290.623329
2080,2.939657,340.175742
2081,2.918216,342.675114
2082,3.330182,300.283888
2083,3.735024,267.735897
2084,3.054713,327.362996
2085,2.918607,342.629206
2086,2.927513,341.586869
2087,2.912255,343.376524
2088,3.841074,260.343852
2089,3.142879,318.179605
2090,3.052289,327.622974
2091,2.917965,342.704590
2092,2.917795,342.724557
2093,3.310835,302.038610
2094,3.720337,268.792854
2095,3.445519,290.232038
2096,2.937372,340.440366
2097,2.911884,343.420274
2098,3.327387,300.536126
2099,3.692053,270.852016
2100,3.236976,308.930310
2101,2.918155,342.682277
2102,2.923215,342.089104
2103,3.375347,296.265836
2104,3.772695,265.062508
2105,2.931040,341.175828
2106,2.914328,343.132276
2107,2.918276,342.668068
2108,3.325763,300.682881
2109,3.717571,268.992845
2110,3.432023,291.373339
2111,2.926231,341.736520
2112,2.919488,342.525813
2113,3.423408,292.106579
2114,3.691352,270.903452
2115,3.056677,327.152656
2116,2.921733,342.262623
2117,2.918216,342.675114
2118,2.919929,342.474081
2119,3.889285,257.116668
2120,3.135676,318.910500
2121,3.058811,326.924416
2122,2.921773,342.257937
2123,2.915701,342.970696
2124,3.318080,301.379111
2125,3.715868,269.116126
2126,3.429409,291.595432
2127,2.924678,341.917982
2128,2.909330,343.721750
2129,3.344609,298.988611
2130,3.731086,268.018480
2131,3.193375,313.148315
2132,2.922724,342.146573
2133,2.919969,342.469389
2134,3.426784,291.818802
2135,3.794897,263.511763
2136,2.927805,341.552802
2137,2.903598,344.400292
2138,2.914689,343.089777
2139,3.287542,304.178623
2140,3.893262,256.854021
2141,2.923856,342.014107
2142,2.915290,343.019048
2143,2.899471,344.890499
2144,2.914109,343.158063
2145,3.848027,259.873436
2146,3.376830,296.135725
2147,2.925189,341.858253
2148,2.918196,342.677462
2149,2.909149,343.743136
2150,3.872694,258.218181
2151,3.244661,308.198607
2152,2.924137,341.981241
2153,2.913808,343.193512
2154,2.914068,343.162891
2155,3.408730,293.364391
2156,3.820706,261.731732
2157,2.933375,340.904249
2158,2.913347,343.247818
2159,2.912045,343.401287
2160,3.308331,302.267216
2161,3.827258,261.283666
2162,2.931781,341.089597
2163,2.914028,343.167602
2164,2.901865,344.605969
2165,3.333298,300.003180
2166,3.729283,268.148060
2167,3.121489,320.359931
2168,2.916683,342.855223
2169,2.910151,343.624781
2170,2.909650,343.683948
2171,3.870570,258.359880
2172,3.263877,306.384095
2173,2.908467,343.823739
2174,2.921271,342.316752
2175,2.911253,343.494708
2176,3.429499,291.587780
2177,3.858637,259.158869
2178,2.931360,341.138584
2179,2.902557,344.523811
2180,2.914068,343.162891
2181,3.325734,300.685503
2182,3.838991,260.485112
2183,2.926582,341.695534
2184,2.919558,342.517600
2185,2.909670,343.681586
2186,3.410032,293.252380
2187,3.689479,271.040979
2188,3.054142,327.424200
2189,2.926321,341.726010
2190,2.924578,341.929673
2191,2.918006,342.699775
2192,3.897170,256.596453
2193,3.147437,317.718830
2194,3.051748,327.681054
2195,2.923416,342.065584
2196,2.924748,341.909799
2197,3.874778,258.079302
2198,3.333258,300.006780
2199,2.923706,342.031654
2200,2.920932,342.356481
2201,2.909099,343.749044
2202,3.370348,296.705266
2203,3.835693,260.709082
2204,2.942752,339.817966
2205,2.927002,341.646504
2206,2.919659,342.505752
2207,3.430000,291.545190
2208,3.686232,271.279724
2209,3.050285,327.838218
2210,2.925910,341.774012
2211,2.922053,342.225141
2212,3.425040,291.967393
2213,3.813983,262.193093
2214,2.943394,339.743847
2215,2.920671,342.387075
2216,2.912245,343.377703
2217,2.924087,341.987089
2218,3.871591,258.291746
2219,3.367052,296.995710
2220,2.927544,341.583252
2221,2.918276,342.668068
2222,2.907646,343.920821
2223,3.905205,256.068503
2224,3.243349,308.323279
2225,2.931651,341.104722
2226,2.936330,340.561177
