run_id,chunk1_gpu_ms,chunk2_gpu_ms,chunk3_gpu_ms,chunk4_gpu_ms,chunk5_gpu_ms,chunk6_gpu_ms,chunk7_gpu_ms,chunk8_gpu_ms,total_gpu_ms,total_cpu_ms
21,0.31952,0.132992,0.052704,0.05312,0.09376,0.077568,0.074944,0.028608,0.833216,0.982269
22,0.323808,0.131456,0.053248,0.052928,0.092768,0.077376,0.074784,0.02864,0.835008,0.984553
23,0.320992,0.131552,0.05328,0.053248,0.093568,0.076768,0.075456,0.027424,0.832288,0.984844
24,0.32144,0.133504,0.053376,0.053376,0.094016,0.076448,0.074816,0.028672,0.835648,0.988511
25,0.322304,0.131712,0.053216,0.052448,0.094208,0.075968,0.07504,0.028608,0.833504,0.983662
26,0.32144,0.131072,0.248352,0.052992,0.0928,0.078144,0.073632,0.02736,1.02579,1.18347
27,0.320768,0.131584,0.05296,0.053088,0.094112,0.075776,0.074784,0.024288,0.82736,1.58172
28,0.31952,0.132256,0.054368,0.051392,0.090272,0.07808,0.073152,0.028864,0.827904,2.41612
29,0.320864,0.132352,0.0528,0.051424,0.093984,0.077696,0.07536,0.027264,0.831744,0.983451
30,0.320512,0.132096,0.053312,0.0528,0.092672,0.078048,0.074752,0.028096,0.832288,0.9826
31,0.319104,0.13152,0.053248,0.0528,0.094208,0.077408,0.074336,0.027392,0.830016,0.981869
32,0.319968,0.1312,0.053248,0.053152,0.09392,0.07776,0.073984,0.028064,0.831296,0.983402
33,0.32048,0.133088,0.053248,0.052832,0.09408,0.077824,0.073728,0.027872,0.833152,0.983652
34,0.321056,0.134432,0.054176,0.053248,0.093312,0.082656,0.07392,0.02816,0.84096,0.995584
35,0.31984,0.132064,0.053248,0.05296,0.0944,0.076672,0.073728,0.027168,0.83008,0.984834
36,0.32048,0.1312,0.05312,0.053248,0.09344,0.077824,0.073984,0.02832,0.831616,0.983331
37,0.319808,0.137184,0.05296,0.05312,0.093664,0.077824,0.07408,0.027264,0.835904,0.985705
38,0.321344,0.132224,0.052224,0.052352,0.092288,0.077824,0.073536,0.027296,0.829088,0.979834
39,0.321024,0.131552,0.053248,0.05248,0.09312,0.076992,0.073856,0.028672,0.830944,0.982289
40,0.320096,0.133216,0.053312,0.053152,0.094016,0.077184,0.075392,0.028576,0.834944,0.986607
41,0.32192,0.13312,0.053248,0.05248,0.091488,0.081056,0.07504,0.244576,1.05293,1.40868
42,0.319936,0.131008,0.051776,0.053184,0.091968,0.079104,0.074848,0.023808,0.825632,1.66359
43,0.497504,0.132768,0.052,0.052928,0.09392,0.077824,0.074112,0.032768,1.01382,1.40926
44,0.320288,0.1336,0.053504,0.05296,0.092896,0.07744,0.074176,0.034656,0.83952,0.993059
45,0.32016,0.132992,0.05328,0.053056,0.09408,0.077376,0.074976,0.034528,0.840448,0.989513
46,0.322112,0.131104,0.053248,0.052864,0.09296,0.078144,0.074752,0.0328,0.837984,0.989914
47,0.319872,0.13136,0.052448,0.052896,0.094208,0.077888,0.07392,0.027264,0.829856,0.982519
48,0.319712,0.129984,0.053248,0.052832,0.093984,0.077216,0.074336,0.027008,0.82832,0.980887
49,0.320128,0.132704,0.051936,0.053248,0.093728,0.076736,0.073792,0.028,0.830272,0.983872
50,0.321504,0.133824,0.053376,0.053536,0.093792,0.07776,0.073728,0.028672,0.836192,0.993861
51,0.32,0.132896,0.053248,0.052896,0.093888,0.077312,0.074176,0.027488,0.831904,0.98275
52,0.320448,0.131584,0.052736,0.05312,0.093728,0.077408,0.075424,0.027488,0.831936,0.981948
53,0.320896,0.132736,0.053248,0.051648,0.094016,0.076256,0.074912,0.028672,0.832384,0.988601
54,0.320576,0.131136,0.053088,0.056288,0.094144,0.078016,0.073792,0.028608,0.835648,0.995184
55,0.322336,0.131712,0.053248,0.051776,0.094208,0.077632,0.0736,0.027584,0.832096,0.991928
56,0.322304,0.135168,0.053248,0.05168,0.092608,0.077888,0.07168,0.02336,0.827936,1.57382
57,0.319712,0.13264,0.052896,0.053024,0.09296,0.077792,0.074144,0.024576,0.827744,1.66553
58,0.537376,0.131232,0.053344,0.053248,0.092416,0.077824,0.073824,0.027968,1.04723,1.38151
59,0.322592,0.133024,0.0528,0.053248,0.094208,0.077344,0.074048,0.028512,0.835776,0.985685
60,0.320192,0.131584,0.053248,0.053312,0.092544,0.077792,0.074336,0.028,0.831008,0.983321
61,0.319104,0.135168,0.053248,0.051904,0.094208,0.077408,0.0744,0.028512,0.833952,0.986868
62,0.320544,0.13152,0.051904,0.053248,0.093792,0.078208,0.074272,0.02752,0.831008,0.986888
63,0.322016,0.132992,0.052288,0.05296,0.09296,0.077184,0.074752,0.028416,0.833568,0.983682
64,0.320576,0.13312,0.053472,0.051776,0.093856,0.076608,0.075136,0.027552,0.832096,0.987379
65,0.319392,0.137216,0.053152,0.051648,0.093888,0.078208,0.074496,0.027456,0.835456,0.986827
66,0.322688,0.135264,0.053664,0.053568,0.09296,0.078208,0.073856,0.027232,0.83744,0.988691
67,0.323456,0.139328,0.052992,0.053184,0.094208,0.077536,0.074272,0.028352,0.843328,0.995504
68,0.31968,0.131296,0.05328,0.051936,0.09344,0.077792,0.073952,0.028448,0.829824,0.980145
69,0.320768,0.133024,0.052672,0.052736,0.094208,0.077824,0.073728,0.028064,0.833024,0.981759
70,0.321056,0.132416,0.053536,0.053376,0.092992,0.077728,0.073952,0.02432,0.829376,1.16909
71,0.324064,0.13248,0.0536,0.052128,0.289376,0.0776,0.073984,0.027232,1.03046,1.19414
72,0.489056,0.131072,0.053088,0.051904,0.093824,0.077408,0.073216,0.030464,1.00003,1.86892
73,0.320704,0.135168,0.052448,0.05776,0.093984,0.077824,0.074208,0.027872,0.839968,1.56297
74,0.320672,0.131232,0.051744,0.053248,0.092448,0.079136,0.075008,0.02864,0.832128,0.981689
75,0.319776,0.13296,0.05312,0.052224,0.09424,0.07792,0.074464,0.02736,0.832064,0.983051
76,0.321728,0.132032,0.053248,0.053024,0.093984,0.077728,0.075328,0.028448,0.83552,0.986056
77,0.320288,0.136352,0.052,0.052416,0.094048,0.07776,0.073824,0.028672,0.83536,0.989232
78,0.320064,0.132512,0.052416,0.053248,0.09344,0.07904,0.072768,0.028,0.831488,0.982459
79,0.32064,0.1312,0.053248,0.051584,0.095296,0.07776,0.074976,0.028672,0.833376,0.987469
80,0.321312,0.129728,0.053248,0.05296,0.098528,0.076384,0.075296,0.028384,0.83584,0.986848
81,0.322144,0.132064,0.05296,0.052128,0.098624,0.077376,0.07456,0.02736,0.837216,0.989353
82,0.319936,0.131264,0.052672,0.053184,0.092288,0.077888,0.073696,0.027104,0.828032,0.980756
83,0.32336,0.134336,0.053216,0.053184,0.093824,0.0776,0.073728,0.02864,0.837888,0.989683
84,0.319872,0.129888,0.053248,0.053248,0.092448,0.077824,0.07376,0.02816,0.828448,0.981909
85,0.320256,0.13184,0.053152,0.053056,0.093728,0.077984,0.0744,0.027168,0.831584,0.983211
86,0.320384,0.131616,0.053024,0.053824,0.092608,0.079168,0.07392,0.02848,0.833024,0.984684
87,0.321024,0.13312,0.053248,0.05136,0.094208,0.077888,0.07392,0.024576,0.829344,1.39205
88,0.320864,0.131072,0.0544,0.052256,0.0904,0.077824,0.072416,0.023488,0.82272,2.51546
89,0.321824,0.132384,0.053056,0.052416,0.094176,0.077376,0.074656,0.02816,0.834048,0.983702
90,0.319424,0.132672,0.053248,0.054464,0.093792,0.078176,0.074336,0.027104,0.833216,0.982129
91,0.319968,0.13312,0.053248,0.0528,0.095776,0.076576,0.07568,0.02736,0.834528,0.984553
92,0.321984,0.131584,0.05344,0.051712,0.094144,0.075968,0.074752,0.028096,0.83168,0.985495
93,0.322688,0.13248,0.05216,0.051488,0.093056,0.077696,0.07392,0.028192,0.83168,0.984753
94,0.322144,0.134272,0.054272,0.053248,0.092256,0.077824,0.073728,0.028576,0.83632,0.987198
95,0.320256,0.13168,0.053344,0.051904,0.093856,0.076416,0.079424,0.027552,0.834432,0.986217
96,0.319616,0.130048,0.053248,0.053344,0.094208,0.077184,0.079744,0.028608,0.836,0.98811
97,0.320256,0.132544,0.051872,0.05136,0.09456,0.076768,0.074752,0.028672,0.830784,0.982239
98,0.32016,0.13136,0.052224,0.053056,0.092896,0.077824,0.073728,0.028448,0.829696,0.98252
99,0.320736,0.131616,0.053088,0.0528,0.094208,0.07808,0.074144,0.028352,0.833024,0.983722
100,0.32032,0.13312,0.053248,0.051904,0.093504,0.077728,0.073728,0.0288,0.832352,0.984493
