run_id,chunk1_gpu_ms,chunk2_gpu_ms,chunk3_gpu_ms,chunk4_gpu_ms,chunk5_gpu_ms,chunk6_gpu_ms,chunk7_gpu_ms,chunk8_gpu_ms,total_gpu_ms,total_cpu_ms
35,0.319712,0.137632,0.057728,0.05728,0.098304,0.08192,0.079616,0.041568,0.87376,1.09291
36,0.321952,0.133472,0.057344,0.056352,0.096256,0.079872,0.077792,0.033408,0.856448,1.06104
37,0.318272,0.137056,0.055744,0.054848,0.094272,0.079168,0.077312,0.034368,0.85104,1.01914
38,0.318848,0.135136,0.0528,0.053024,0.093984,0.07952,0.075168,0.034816,0.843296,1.00499
39,0.318304,0.132224,0.052224,0.052576,0.093152,0.077152,0.075296,0.031168,0.832096,0.992661
40,0.317664,0.13296,0.051104,0.05136,0.093952,0.074944,0.075776,0.047104,0.844864,1.60598
41,0.518144,0.131072,0.057024,0.056704,0.098176,0.080512,0.077984,0.037312,1.05693,1.45753
42,0.318752,0.135488,0.054784,0.055296,0.093952,0.079872,0.077024,0.032768,0.847936,1.02277
43,0.31808,0.135168,0.055168,0.0552,0.095136,0.079872,0.076512,0.032768,0.847904,1.01734
44,0.321088,0.135168,0.055456,0.053856,0.094432,0.078688,0.077984,0.034176,0.850848,1.02597
45,0.318624,0.135456,0.055296,0.053376,0.09392,0.077248,0.074528,0.030656,0.839104,1.0016
46,0.319072,0.142432,0.053152,0.053344,0.092576,0.076544,0.074784,0.03072,0.842624,1.00304
47,0.319488,0.131072,0.052672,0.063424,0.096256,0.081056,0.076576,0.035424,0.855968,1.0318
48,0.318432,0.142784,0.056416,0.051968,0.09232,0.077216,0.072384,0.036288,0.847808,1.20287
49,0.417056,0.132928,0.0512,0.052256,0.093504,0.07776,0.073728,0.029984,0.928416,1.63192
50,0.317536,0.142848,0.05568,0.056608,0.097696,0.08032,0.079872,0.04096,0.87152,1.05349
51,0.320544,0.134048,0.053568,0.051808,0.093344,0.0768,0.073984,0.032768,0.836864,1.04665
52,0.318656,0.13104,0.05216,0.055296,0.094432,0.07984,0.077984,0.036288,0.845696,1.01727
53,0.318016,0.137152,0.056896,0.055296,0.096256,0.08192,0.076032,0.0448,0.866368,1.06302
54,0.317664,0.136096,0.057344,0.055296,0.095936,0.081824,0.078272,0.038688,0.86112,1.104
55,0.417728,0.131424,0.052992,0.059616,0.099168,0.083968,0.075104,0.026624,0.946624,2.06468
56,0.317696,0.14048,0.06144,0.059392,0.098688,0.08336,0.081312,0.05312,0.895488,1.15716
57,0.32096,0.137216,0.06848,0.056224,0.0984,0.085472,0.082016,0.049152,0.89792,1.13821
58,0.321632,0.139168,0.055712,0.05536,0.095968,0.0816,0.079552,0.041792,0.870784,1.12702
59,0.320576,0.13536,0.0552,0.055328,0.094816,0.081568,0.078208,0.03856,0.859616,1.08524
60,0.3176,0.135456,0.056928,0.054816,0.095392,0.079648,0.07936,0.03696,0.85616,1.05105
61,0.318272,0.135168,0.055296,0.055168,0.096256,0.080224,0.07824,0.0368,0.855424,1.06246
62,0.3224,0.128512,0.051648,0.0512,0.098304,0.075776,0.073568,0.062048,0.863456,2.14148
63,0.32176,0.140672,0.059008,0.058176,0.098304,0.083968,0.080672,0.0464,0.88896,1.13027
64,0.319808,0.135872,0.057056,0.055808,0.096512,0.080288,0.075776,0.032416,0.853536,1.06383
65,0.318016,0.131328,0.051808,0.052736,0.092992,0.077056,0.074112,0.028672,0.82672,0.996629
66,0.319744,0.131296,0.057344,0.056608,0.102752,0.083424,0.078304,0.038848,0.86832,1.05312
67,0.317312,0.132768,0.051648,0.051264,0.094048,0.075968,0.07536,0.031136,0.829504,0.995627
68,0.317824,0.131072,0.054016,0.053152,0.096608,0.075776,0.073728,0.034592,0.836768,2.02292
69,0.319648,0.132032,0.053248,0.051424,0.093248,0.07712,0.074048,0.027552,0.82832,0.995025
70,0.31936,0.131488,0.051392,0.053248,0.091904,0.077632,0.081152,0.03664,0.842816,1.00201
71,0.317952,0.133504,0.051744,0.05312,0.09248,0.077472,0.07408,0.03056,0.830912,0.989084
72,0.317376,0.130016,0.053248,0.052832,0.092864,0.076032,0.074656,0.028,0.825024,0.978664
73,0.317984,0.137536,0.055296,0.055552,0.098304,0.08192,0.081568,0.034944,0.863104,1.03697
74,0.319552,0.139264,0.055616,0.052896,0.09216,0.077088,0.075648,0.030112,0.842336,1.00574
75,0.317056,0.13216,0.052544,0.053024,0.09248,0.075648,0.074304,0.024096,0.821312,1.32845
76,0.558592,0.13056,0.052192,0.053024,0.092064,0.076128,0.075776,0.028768,1.0671,1.45631
77,0.319776,0.131168,0.053248,0.051488,0.093216,0.077824,0.074912,0.028672,0.830304,0.985738
78,0.32048,0.131168,0.052352,0.053216,0.090816,0.077824,0.073728,0.028384,0.827968,0.978585
79,0.317856,0.13248,0.052,0.0512,0.094208,0.076192,0.074048,0.028352,0.826336,0.984455
80,0.320768,0.131936,0.053088,0.051904,0.091936,0.082208,0.075776,0.028832,0.836448,0.987832
81,0.318496,0.131072,0.052704,0.052736,0.092928,0.08352,0.07424,0.028672,0.834368,0.993372
82,0.31952,0.339328,0.05296,0.053152,0.381792,0.07584,0.077728,0.030336,1.33066,2.01149
83,0.320032,0.131136,0.052832,0.052992,0.092768,0.075872,0.075648,0.028224,0.829504,0.984606
84,0.318816,0.129888,0.057408,0.055296,0.096224,0.079104,0.075552,0.031232,0.84352,1.00285
85,0.317312,0.131552,0.05136,0.052224,0.093408,0.07664,0.07392,0.02752,0.823936,0.978234
86,0.317888,0.132288,0.052896,0.053088,0.09216,0.08144,0.074368,0.02816,0.832288,0.982431
87,0.3184,0.131072,0.05312,0.051808,0.092512,0.076032,0.073728,0.026976,0.823648,0.97614
88,0.319744,0.130016,0.053248,0.052832,0.090912,0.075776,0.075328,0.027616,0.825472,0.977322
89,0.318336,0.131392,0.05296,0.05184,0.093472,0.075808,0.075232,0.028384,0.827424,0.97669
90,0.32016,0.131072,0.053088,0.22592,0.092,0.074336,0.072512,0.024896,0.993984,1.88288
91,0.404096,0.131936,0.05248,0.052704,0.092992,0.076192,0.082016,0.028544,0.92096,1.07495
92,0.320384,0.12992,0.052896,0.052032,0.09216,0.075904,0.075776,0.028256,0.827328,0.979636
93,0.318272,0.131936,0.051616,0.051296,0.093568,0.077248,0.074272,0.02768,0.825888,0.977853
94,0.319744,0.130784,0.053248,0.052672,0.092288,0.077568,0.073888,0.030432,0.830624,0.983864
95,0.317696,0.1312,0.053248,0.051616,0.092608,0.076864,0.073728,0.029504,0.826464,0.978935
96,0.320864,0.130272,0.052288,0.051392,0.092352,0.07776,0.073792,0.029568,0.828288,0.984927
97,0.318304,0.132544,0.051264,0.05168,0.09376,0.28928,0.073728,0.03056,1.04112,1.58314
98,0.556672,0.131072,0.053024,0.051872,0.09216,0.077184,0.075392,0.030304,1.06768,1.43767
99,0.318048,0.131168,0.051776,0.052704,0.093184,0.076864,0.073728,0.028672,0.826144,0.979315
100,0.320864,0.130496,0.053056,0.052224,0.09216,0.076,0.075456,0.029216,0.829472,0.979997
