run_id,chunk1_gpu_ms,chunk2_gpu_ms,chunk3_gpu_ms,chunk4_gpu_ms,chunk5_gpu_ms,chunk6_gpu_ms,chunk7_gpu_ms,chunk8_gpu_ms,total_gpu_ms,total_cpu_ms
34,0.5879,0.2081,0.0611,0.0644,0.1095,0.0844,0.0801,0.0289,1.2243,3.2726
35,0.3853,0.1554,0.0644,0.0644,0.1105,0.0886,0.0878,0.0264,0.9828,2.9764
36,0.3847,0.1577,0.0688,0.0673,0.1083,0.0827,0.0810,0.0267,0.9772,2.9776
37,0.3842,0.1566,0.0672,0.0659,0.1054,0.0880,0.0806,0.0269,0.9749,2.9819
38,0.3836,0.1603,0.0645,0.0636,0.2388,0.1696,0.0861,0.1194,1.2859,3.3838
39,0.3868,0.2071,0.1137,0.2330,0.1925,0.1671,0.0853,0.0275,1.4130,3.4803
40,0.3849,0.1572,0.0662,0.0656,0.1053,0.0865,0.0871,0.0286,0.9815,2.9830
41,0.3844,0.1583,0.0638,0.0665,0.1107,0.0885,0.0861,0.0324,0.9908,2.9873
42,0.3834,0.1535,0.0638,0.0655,0.1079,0.0852,0.0812,0.0298,0.9703,2.8976
43,0.3859,0.1606,0.0664,0.0673,0.1070,0.0840,0.1648,0.1126,1.1485,3.2454
44,0.4944,0.2144,0.1131,0.1162,0.2140,0.1666,0.0823,0.0266,1.4275,3.5075
45,0.3852,0.1591,0.0647,0.0675,0.1106,0.0889,0.0885,0.0307,0.9952,2.8745
46,0.3860,0.1592,0.0642,0.0641,0.1063,0.0915,0.0804,0.0321,0.9838,2.8291
47,0.3871,0.1593,0.0679,0.0643,0.1090,0.0842,0.0869,0.0340,0.9927,2.9785
48,0.3873,0.1551,0.0697,0.1658,0.1056,0.0864,0.0865,0.1202,1.1766,3.5043
49,0.3852,0.2140,0.1182,0.2581,0.1579,0.1680,0.2170,0.1388,1.6573,4.0518
50,0.4611,0.1544,0.0678,0.0603,0.1048,0.0898,0.0817,0.0276,1.0474,3.1491
51,0.3812,0.1590,0.0623,0.0623,0.1060,0.0893,0.0855,0.0303,0.9761,2.6944
52,0.3812,0.1572,0.0613,0.0625,0.1067,0.0830,0.0870,0.0319,0.9708,2.6889
53,0.3807,0.1544,0.0629,0.0627,0.1064,0.0893,0.0871,0.2205,1.1640,2.9448
54,0.3837,0.2049,0.1715,0.1699,0.1537,0.2868,0.1619,0.0249,1.5574,3.3542
55,0.3818,0.1540,0.0629,0.0628,0.1069,0.0892,0.0808,0.0258,0.9642,2.7028
56,0.3806,0.1544,0.0648,0.0643,0.1091,0.0884,0.0796,0.0256,0.9668,2.6735
57,0.3824,0.1584,0.0643,0.0671,0.1097,0.0893,0.0879,0.0255,0.9846,2.7041
58,0.3829,0.1568,0.0656,0.0631,0.1083,0.0892,0.0855,0.0318,0.9830,2.6842
59,0.3820,0.1573,0.0637,0.0663,0.1063,0.1739,0.3269,0.0261,1.3026,3.1541
60,0.6290,0.2627,0.1890,0.1426,0.2024,0.0828,0.0799,0.0306,1.6190,3.4162
61,0.3802,0.1520,0.0630,0.0633,0.1060,0.0900,0.0805,0.0260,0.9611,2.6980
62,0.3820,0.1538,0.0644,0.0630,0.1066,0.0832,0.0869,0.0260,0.9659,2.6896
63,0.3833,0.1548,0.0633,0.0668,0.1081,0.0886,0.0823,0.0254,0.9726,2.6842
64,0.3821,0.1570,0.0635,0.0606,0.1078,0.0893,0.0863,0.0273,0.9739,2.7175
65,0.3802,0.2036,0.0646,0.1131,0.2431,0.1663,0.0826,0.1993,1.4528,3.3473
66,0.6050,0.2573,0.0662,0.0659,0.1114,0.0827,0.0803,0.0280,1.2966,3.1571
67,0.3833,0.1524,0.0644,0.0663,0.1055,0.0833,0.0880,0.0331,0.9763,2.7508
68,0.3790,0.1531,0.0652,0.0628,0.1054,0.0833,0.0870,0.0267,0.9626,2.7343
69,0.3822,0.1558,0.0633,0.0629,0.1071,0.0906,0.0857,0.0314,0.9789,2.7116
70,0.3827,0.1592,0.0629,0.0638,0.1071,0.0830,0.0873,0.0264,0.9724,2.7094
71,0.3823,0.1573,0.0625,0.0637,0.1066,0.0815,0.0872,0.1373,1.0784,2.8188
72,0.3829,0.1587,0.0621,0.0636,0.1066,0.0882,0.0854,0.0318,0.9793,2.6948
73,0.3816,0.1505,0.0614,0.0683,0.1074,0.0891,0.0849,0.0277,0.9709,2.6657
74,0.3816,0.1558,0.0630,0.0620,0.1073,0.0888,0.0830,0.0307,0.9722,2.6787
75,0.3833,0.1521,0.0662,0.0626,0.1066,0.0831,0.0827,0.0268,0.9633,2.7207
76,0.3794,0.1545,0.0643,0.0639,0.1078,0.0839,0.0871,0.0321,0.9730,2.7598
77,0.3812,0.3573,0.1158,0.0660,0.1534,0.0835,0.2169,0.0292,1.4034,3.3884
78,0.7513,0.2747,0.1154,0.0619,0.1064,0.0832,0.0802,0.1401,1.6132,3.5594
79,0.3814,0.2036,0.0641,0.0657,0.1090,0.0830,0.0871,0.0268,1.0206,2.7720
80,0.3838,0.1598,0.0635,0.0624,0.1062,0.0830,0.0849,0.0324,0.9760,2.7018
81,0.3816,0.1569,0.0633,0.0631,0.1066,0.0892,0.1606,0.0316,1.0530,2.7659
82,0.3816,0.1553,0.1138,0.1816,0.1536,0.1641,0.0800,0.0277,1.2576,3.1006
83,0.3806,0.1524,0.1750,0.0659,0.1066,0.0884,0.1872,0.1112,1.2672,3.0053
84,0.5296,0.1715,0.0551,0.0550,0.0954,0.0740,0.0768,0.0221,1.0795,2.7956
85,0.3183,0.1330,0.0548,0.0547,0.1000,0.0806,0.0779,0.0276,0.8469,2.5461
86,0.3164,0.1354,0.0544,0.0549,0.0951,0.0735,0.0781,0.0295,0.8373,2.5378
87,0.3180,0.1338,0.0549,0.0598,0.0957,0.0794,0.0773,0.0897,0.9087,2.6133
88,0.3162,0.1347,0.0902,0.0919,0.1308,0.1422,0.0712,0.0241,1.0013,2.8671
89,0.3231,0.1339,0.0529,0.1356,0.0995,0.0821,0.0781,0.0266,0.9317,2.6553
90,0.3190,0.1318,0.0877,0.0917,0.1262,0.0749,0.0726,0.0248,0.9288,2.6782
91,0.3194,0.1369,0.0569,0.0548,0.0946,0.0817,0.0798,0.0306,0.8547,2.5467
92,0.3199,0.1379,0.0553,0.0555,0.0961,0.0810,0.0728,0.0236,0.8421,2.5272
93,0.3205,0.1301,0.0556,0.0549,0.0949,0.0813,0.0773,0.0274,0.8420,2.5214
94,0.3175,0.1652,0.0530,0.2545,0.1262,0.1785,0.2418,0.0389,1.3755,3.2178
95,0.3187,0.1357,0.0588,0.0578,0.2291,0.0769,0.0817,0.0252,0.9837,2.7309
96,0.3164,0.1316,0.0863,0.1369,0.1252,0.0742,0.0777,0.0278,0.9762,2.6681
97,0.3182,0.1313,0.0547,0.0540,0.0965,0.0818,0.0769,0.0256,0.8390,2.5574
98,0.3182,0.1349,0.0542,0.0599,0.0946,0.0812,0.0773,0.0290,0.8494,2.5300
99,0.3175,0.1316,0.0529,0.0577,0.0958,0.0812,0.0757,0.0243,0.8366,2.5054
100,0.3162,0.2237,0.0553,0.0554,0.0934,0.0750,0.3333,0.1940,1.3463,3.1143
